OptimumG Tutorial Tire Data,,,,,,,
i,SA,SR,IA,Fy,Fz,MZ,V
414,0.00079,0,0.036,-35.052018,-4920.534,1.95939,26.7
415,0,0,0.042,-35.479644,-4945.488,1.61182,26.7
416,0,0,0.039,-42.610272,-4932.366,2.91165,26.7
417,0.00316,0,0.042,-39.96972,-4856.435,1.9764,26.7
418,-0.00158,0,0.035,-27.382914,-4814.31,1.11264,26.7
419,0.00079,0,0.039,-24.767508,-4856.167,1.4703,26.7
420,0,0,0.039,-28.63053,-4912.082,1.29048,26.7
421,0,0,0.038,-37.6623,-4939.749,2.13846,26.7
422,0,0,0.039,-40.452996,-4928.852,2.59128,26.7
423,0,0,0.039,-34.39692,-4867.155,1.83,26.7
424,-0.00158,0,0.035,-28.359648,-4814.176,2.06382,26.7
425,0.00316,0,0.038,-24.325434,-4843.401,0.96558,26.7
426,0,0,0.039,-28.63053,-4903.096,0.91941,26.7
427,-0.00158,0,0.039,-35.993448,-4943.975,2.5422,26.7
428,0.00316,0,0.04,-35.947962,-4924.715,2.15574,26.7
429,0,0,0.039,-35.55,-4878.942,2.5782,26.7
430,-0.00237,0,0.035,-26.170866,-4807.237,2.06382,26.7
431,-0.00237,0,0.038,-24.310044,-4816.178,0.45543,26.7
432,0.00079,0,0.042,-30.721536,-4899.626,1.39181,26.7
433,0,0,0.035,-37.177788,-4940.684,1.77531,26.7
434,0.00158,0,0.04,-38.89692,-4943.13,2.1636,26.7
435,-0.00158,0,0.039,-34.822098,-4882.101,2.67387,26.7
436,0,0,0.039,-32.753142,-4817.468,1.39181,26.7
437,-0.00237,0,0.038,-26.265384,-4815.511,1.6638,26.7
438,0,0,0.043,-21.267612,-4877.786,1.27509,26.7
439,-0.00158,0,0.039,-26.485506,-4933.967,1.11264,26.7
440,-0.00158,0,0.04,-39.112146,-4940.684,2.38773,26.7
441,0,0,0.038,-39.05127,-4897.269,1.8468,26.7
442,0,0,0.039,-30.54744,-4825.386,1.32924,26.7
443,0,0,0.039,-22.22676,-4812.086,1.8954,26.7
444,-0.00395,0,0.036,-21.578784,-4867.688,0.94308,26.7
445,0.00158,0,0.038,-32.878812,-4934.5,1.46379,26.7
446,-0.00237,0,0.038,-38.29572,-4934.812,2.39953,26.7
447,0.00158,0,0.042,-35.463984,-4903.63,2.24866,26.7
448,0.00316,0,0.039,-31.08204,-4827.565,2.0742,26.7
449,1.46466,0,0.49,-1997.48808,-5691.276,26.6334,26.7
450,1.48441,0,0.518,-1988.38152,-5784.556,26.54776,26.7
451,1.49942,0,0.544,-2080.19844,-5780.642,26.9184,26.7
452,1.50732,0,0.572,-1970.148798,-5700.929,22.96017,26.7
453,1.51917,0,0.608,-2018.837574,-5676.198,21.14206,26.7
454,-1.29639,0,1.996,1959.24105,-5802.526,-13.67829,26.7
455,-1.34221,0,1.999,2068.0758,-5739.896,-13.8696,26.7
456,-1.38566,0,2.008,2110.35168,-5674.24,-11.4864,26.7
457,-1.43227,0,2.015,2130.056586,-5628.468,-6.91893,26.7
458,-1.47572,0,2.014,2153.659596,-5624.509,-4.52922,26.7
459,1.32562,0,1.555,-1326.867276,-4282.569,21.7587,26.7
460,1.36354,0,1.523,-1408.28364,-4191.514,19.9056,26.7
461,1.39751,0,1.493,-1390.811838,-4062.116,15.19014,26.7
462,1.41884,0,1.46,-1364.189232,-3984.85,12.5425,26.7
463,1.44649,0,1.433,-1411.71048,-3998.773,11.9334,26.7
464,-1.2877,0,-0.823,893.75076,-2471.431,-7.9962,26.7
465,-1.33747,0,-0.881,857.91192,-2384.202,-4.81558,26.7
466,-1.3904,0,-0.953,808.95888,-2358.135,-3.7578,26.7
467,-1.44096,0,-1.014,767.537262,-2384.691,0.37848,26.7
468,-1.48204,0,-1.073,816.7815,-2430.419,4.2579,26.7
469,1.29718,0,-1.855,-1896.833856,-5109.716,20.74428,26.7
470,1.33194,0,-1.845,-1972.195596,-5035.787,13.74228,26.7
471,1.37381,0,-1.829,-2010.586188,-5061.676,13.39064,26.7
472,1.40462,0,-1.811,-2091.6,-5202.506,11.4372,26.7
473,1.43385,0,-1.797,-2153.29881,-5350.587,12.06255,26.7
474,-1.27269,0,-0.172,1659.08826,-6744.705,-41.32419,26.7
475,-1.32009,0,-0.112,1746.08907,-6750.398,-32.45295,26.7
476,-1.37539,0,-0.063,1778.212092,-6884.69,-31.10893,26.7
477,-1.42437,0,-0.006,1832.4198,-6998.52,-31.449,26.7
478,-1.47256,0,0.052,1903.29624,-7013.51,-28.4148,26.7
479,1.30666,0,1.922,-1549.435896,-5932.815,40.81228,26.7
480,1.33984,0,1.922,-1543.584624,-5869.962,34.58424,26.7
481,1.37855,0,1.928,-1593.062304,-5862.4,34.62887,26.7
482,1.4062,0,1.92,-1588.258944,-5868.983,33.8181,26.7
483,1.43622,0,1.925,-1712.22156,-5797.189,33.0438,26.7
484,-1.29639,0,0.942,1308.234816,-3486.694,-9.0801,26.7
485,-1.343,0,0.904,1391.725158,-3495.99,-5.84749,26.7
486,-1.38803,0,0.868,1400.48496,-3543.186,-6.3366,26.7
487,-1.44017,0,0.823,1388.66688,-3499.86,-3.6684,26.7
488,-1.48599,0,0.777,1411.1982,-3383.45,-1.8624,26.7
489,1.28454,0,-0.445,-1606.48416,-4361.837,25.4052,26.7
490,1.32404,0,-0.446,-1568.603862,-4496.573,18.18414,26.7
491,1.36117,0,-0.436,-1636.240518,-4594.479,16.97061,26.7
492,1.39672,0,-0.435,-1797.55812,-4580.511,17.7582,26.7
493,1.42674,0,-0.413,-1790.195346,-4494.26,15.7825,26.7
494,-1.28533,0,0.944,1874.98404,-6581.277,-34.101,26.7
495,-1.33194,0,0.996,1845.372492,-6575.806,-24.93066,26.7
496,-1.38724,0,1.042,1969.92864,-6597.646,-25.8444,26.7
497,-1.42832,0,1.1,1983.73812,-6622.601,-25.02957,26.7
498,-1.47572,0,1.145,2114.9316,-6677.759,-24.0138,26.7
499,1.30587,0,1.986,-1440.419868,-5481.054,39.43659,26.7
500,1.34221,0,1.983,-1469.856834,-5465.396,33.6015,26.7
501,1.37855,0,1.979,-1503.675162,-5342.758,31.27533,26.7
502,1.41094,0,1.982,-1537.70238,-5212.515,28.6317,26.7
503,1.43622,0,1.97,-1551.916176,-5192.454,26.11753,26.7
504,-1.29165,0,0.319,1114.924104,-3083.907,-11.05116,26.7
505,-1.33668,0,0.264,1213.38216,-2962.248,-5.58,26.7
506,-1.38724,0,0.21,1149.329508,-2894.368,-6.2118,26.7
507,-1.43464,0,0.167,1123.261524,-2891.032,-4.12844,26.7
508,-1.4773,0,0.109,1126.01448,-2927.686,-2.65848,26.7
509,1.28691,0,-1.332,-1707.995832,-4462.277,26.1783,26.7
510,1.32562,0,-1.331,-1788.5106,-4431.007,17.9532,26.7
511,1.36196,0,-1.332,-1723.927608,-4396.355,11.88564,26.7
512,1.39751,0,-1.331,-1830.648696,-4454.76,11.95045,26.7
513,1.42516,0,-1.328,-1845.40293,-4572.148,11.21304,26.7
514,-1.27664,0,-0.016,1607.218764,-6400.012,-41.30826,26.7
515,-1.32167,0,0.03,1636.78806,-6371.499,-29.51346,26.7
516,-1.37697,0,0.077,1781.19252,-6456.504,-30.4164,26.7
517,-1.41805,0,0.127,1734.172044,-6604.141,-30.03936,26.7
518,-1.46308,0,0.175,1804.14684,-6667.973,-26.97362,26.7
519,1.30429,0,1.58,-1602.321528,-5698.171,42.2204,26.7
520,1.33984,0,1.586,-1559.856186,-5651.643,32.92149,26.7
521,1.37618,0,1.583,-1637.373546,-5649.286,34.15687,26.7
522,1.40383,0,1.579,-1702.62972,-5640.523,35.118,26.7
523,1.43464,0,1.579,-1667.62449,-5646.973,33.19965,26.7
524,-1.28454,0,0.385,1254.77601,-3271.444,-11.59881,26.7
525,-1.33431,0,0.335,1312.20216,-3250.982,-8.3052,26.7
526,-1.38329,0,0.294,1283.230176,-3304.494,-7.6228,26.7
527,-1.42595,0,0.246,1264.251636,-3298.4,-4.7415,26.7
528,-1.47335,0,0.198,1297.238904,-3226.562,-2.73644,26.7
529,1.29086,0,-1.073,-1736.35452,-4330.521,24.909,26.7
530,1.32878,0,-1.071,-1677.604392,-4448.799,16.30599,26.7
531,1.36591,0,-1.067,-1775.472336,-4587.184,15.67218,26.7
532,1.39988,0,-1.054,-1862.608056,-4621.747,17.85066,26.7
533,1.4299,0,-1.03,-1846.817784,-4570.414,14.99214,26.7
534,-1.28454,0,0.325,1715.53644,-6465.757,-39.9582,26.7
535,-1.32483,0,0.375,1779.60708,-6475.676,-29.6028,26.7
536,-1.37697,0,0.421,1711.514034,-6526.964,-27.71283,26.7
537,-1.42753,0,0.47,1745.95617,-6549.783,-27.21066,26.7
538,-1.47019,0,0.524,1862.050908,-6550.54,-25.4939,26.7
539,1.30824,0,1.722,-1510.426836,-5583.229,39.42086,26.7
540,1.34616,0,1.719,-1559.144148,-5583.007,36.57292,26.7
541,1.38092,0,1.723,-1594.699908,-5498.624,35.29262,26.7
542,1.41252,0,1.716,-1606.200612,-5362.02,31.72194,26.7
543,1.43622,0,1.716,-1696.4964,-5280.528,31.1484,26.7
544,-1.28691,0,0.331,1211.09394,-3235.814,-10.23062,26.7
545,-1.3351,0,0.278,1255.675524,-3135.373,-7.57248,26.7
546,-1.38566,0,0.23,1212.651972,-3075.633,-6.86223,26.7
547,-1.42516,0,0.189,1211.07828,-3020.075,-4.6864,26.7
548,-1.47572,0,0.137,1221.77961,-3009.399,-2.25606,26.7
549,1.29876,0,-1.418,-1725.75324,-4311.883,24.51,26.7
550,1.32641,0,-1.421,-1733.743674,-4313.663,15.48632,26.7
551,1.36828,0,-1.423,-1795.73256,-4265.978,13.2756,26.7
552,1.40146,0,-1.418,-1803.832134,-4261.708,12.25489,26.7
553,1.43464,0,-1.42,-1853.544354,-4354.675,9.44708,26.7
554,-1.28217,0,-0.252,1561.852602,-6304.865,-39.60434,26.7
555,-1.33036,0,-0.203,1675.80684,-6242.678,-30.156,26.7
556,-1.3825,0,-0.158,1716.22512,-6266.565,-30.9936,26.7
557,-1.42753,0,-0.109,1707.493866,-6398.188,-30.5974,26.7
558,-1.46861,0,-0.063,1771.29918,-6509.438,-29.01325,26.7
559,1.3035,0,1.136,-1634.652396,-5657.47,41.04834,26.7
560,1.33984,0,1.142,-1609.085376,-5545.063,33.79473,26.7
561,1.37855,0,1.134,-1655.735976,-5488.216,31.92668,26.7
562,1.40857,0,1.135,-1663.730136,-5517.04,29.98485,26.7
563,1.43622,0,1.136,-1737.360768,-5559.876,30.88848,26.7
564,-1.28296,0,-0.219,1151.72862,-3180.344,-16.15184,26.7
565,-1.33036,0,-0.27,1235.6892,-3091.914,-11.307,26.7
566,-1.38329,0,-0.318,1206.681996,-3163.753,-10.25382,26.7
567,-1.42595,0,-0.362,1250.87004,-3206.678,-8.4192,26.7
568,-1.46861,0,-0.411,1283.96988,-3178.343,-4.9944,26.7
569,1.28612,0,-1.68,-1780.245774,-4457.785,26.90172,26.7
570,1.31693,0,-1.68,-1886.67396,-4523.708,18.5226,26.7
571,1.3588,0,-1.675,-1917.775176,-4652.306,15.28631,26.7
572,1.39593,0,-1.653,-1975.70763,-4755.905,16.87046,26.7
573,1.42516,0,-1.633,-1920.34197,-4786.954,15.4869,26.7
574,-1.27506,0,-0.268,1540.24104,-6413.579,-43.5493,26.7
575,-1.32167,0,-0.22,1657.2312,-6468.069,-34.215,26.7
576,-1.37065,0,-0.171,1653.15168,-6544.001,-31.52488,26.7
577,-1.42042,0,-0.118,1623.065994,-6596.401,-29.80701,26.7
578,-1.46308,0,-0.073,1756.009566,-6581.677,-29.18907,26.7
579,1.30666,0,1.446,-1600.24284,-5752.973,41.9962,26.7
580,1.34379,0,1.447,-1633.610172,-5784.601,38.20427,26.7
581,1.38171,0,1.453,-1707.93,-5755.287,37.9002,26.7
582,1.41489,0,1.452,-1684.93074,-5630.336,35.5598,26.7
583,1.44175,0,1.45,-1759.38192,-5486.614,32.7102,26.7
584,-1.28296,0,0.303,1225.17225,-3380.07,-12.93672,26.7
585,-1.3351,0,0.264,1281.403164,-3325.668,-8.37462,26.7
586,-1.38171,0,0.22,1292.205846,-3292.973,-8.94322,26.7
587,-1.42437,0,0.17,1231.227018,-3196.536,-6.05112,26.7
588,-1.47572,0,0.122,1299.370806,-3150.764,-3.71936,26.7
589,1.29876,0,-1.132,-1723.649718,-4417.707,26.48569,26.7
590,1.33905,0,-1.135,-1748.351652,-4492.792,19.69854,26.7
591,1.36986,0,-1.132,-1780.230726,-4478.514,17.71275,26.7
592,1.40383,0,-1.119,-1816.681086,-4420.331,15.08505,26.7
593,1.43859,0,-1.099,-1878.314088,-4446.486,14.1187,26.7
594,-1.27901,0,0.262,1594.085256,-6498.673,-36.13686,26.7
595,-1.3272,0,0.31,1722.79941,-6444.45,-29.3171,26.7
596,-1.37697,0,0.36,1783.7226,-6451.611,-29.9604,26.7
597,-1.42595,0,0.401,1765.704672,-6546.27,-29.08758,26.7
598,-1.46545,0,0.461,1811.979954,-6641.639,-27.43467,26.7
599,1.30824,0,1.687,-1504.618398,-5652.177,41.53875,26.7
600,1.34616,0,1.679,-1575.867108,-5522.867,35.97289,26.7
601,1.38408,0,1.682,-1549.572588,-5425.051,32.37315,26.7
602,1.41252,0,1.682,-1663.17192,-5416.51,33.483,26.7
603,1.43859,0,1.677,-1640.225268,-5459.258,31.6593,26.7
604,-1.28691,0,0.324,1205.988786,-3181.101,-12.89796,26.7
605,-1.34063,0,0.277,1248.183432,-3067.226,-8.3665,26.7
606,-1.38961,0,0.227,1241.480604,-3116.69,-9.01146,26.7
607,-1.43227,0,0.176,1218.600378,-3159.883,-6.47577,26.7
608,-1.47572,0,0.134,1326.66228,-3164.42,-4.6446,26.7
609,1.29402,0,-1.427,-1672.095282,-4119.542,23.82184,26.7
610,1.3272,0,-1.436,-1687.117626,-4122.389,15.8061,26.7
611,1.36828,0,-1.436,-1673.96859,-4229.725,13.96443,26.7
612,1.39988,0,-1.436,-1800.273372,-4362.326,14.77419,26.7
613,1.43464,0,-1.435,-1871.731812,-4449.645,14.6143,26.7
614,-1.27269,0,-0.268,1490.394276,-6177.601,-42.33447,26.7
615,-1.3193,0,-0.222,1565.728668,-6242.189,-32.23407,26.7
616,-1.37065,0,-0.179,1653.828882,-6345.209,-30.34134,26.7
617,-1.41726,0,-0.134,1603.517616,-6444.316,-29.72208,26.7
618,-1.45992,0,-0.087,1757.39616,-6466.246,-30.123,26.7
619,1.29955,0,1.132,-1650.002496,-5631.226,43.98804,26.7
620,1.33668,0,1.128,-1690.79544,-5674.285,37.2984,26.7
621,1.37381,0,1.125,-1690.817988,-5670.637,36.52454,26.7
622,1.40699,0,1.131,-1760.74308,-5600.533,36.6882,26.7
623,1.4299,0,1.126,-1765.425966,-5502.672,32.48481,26.7
624,-1.2798,0,-0.212,1167.885648,-3241.819,-18.49414,26.7
625,-1.32404,0,-0.254,1190.045772,-3201.741,-10.30902,26.7
626,-1.37776,0,-0.306,1226.743848,-3185.193,-10.08098,26.7
627,-1.41963,0,-0.35,1228.038036,-3135.062,-8.59099,26.7
628,-1.46861,0,-0.406,1183.549482,-3038.802,-6.74652,26.7
629,1.28296,0,-1.693,-1820.71404,-4446.887,28.887,26.7
630,1.31614,0,-1.689,-1759.191228,-4563.697,21.02046,26.7
631,1.35327,0,-1.684,-1816.30044,-4602.396,16.7466,26.7
632,1.38961,0,-1.672,-1915.146312,-4545.637,16.5213,26.7
633,1.42437,0,-1.649,-1920.858732,-4485.942,14.70474,26.7
634,-1.26874,0,-0.29,1532.5812,-6448.72,-46.4094,26.7
635,-1.31456,0,-0.241,1552.160388,-6418.294,-33.44396,26.7
636,-1.37223,0,-0.2,1618.902534,-6378.749,-31.26115,26.7
637,-1.41252,0,-0.149,1683.57348,-6420.518,-32.7918,26.7
638,-1.45834,0,-0.092,1760.59872,-6523.495,-32.2464,26.7
639,1.30192,0,1.42,-1644.35616,-5845.764,47.5968,26.7
640,1.33984,0,1.423,-1604.993052,-5755.287,38.40644,26.7
641,1.37697,0,1.425,-1631.72676,-5603.247,36.35382,26.7
642,1.40936,0,1.421,-1689.747138,-5515.661,34.70852,26.7
643,1.43385,0,1.418,-1728.59439,-5533.009,33.62882,26.7
644,-1.28533,0,0.308,1301.701188,-3369.972,-13.15051,26.7
645,-1.33036,0,0.267,1308.074928,-3232.211,-9.42036,26.7
646,-1.38171,0,0.224,1265.090832,-3237.237,-9.32007,26.7
647,-1.42595,0,0.178,1318.91184,-3270.021,-7.4106,26.7
648,-1.47098,0,0.134,1297.859562,-3294.441,-4.72929,26.7
649,1.29323,0,-1.143,-1699.667844,-4404.673,27.26348,26.7
650,1.33115,0,-1.143,-1776.61224,-4366.463,18.8322,26.7
651,1.36591,0,-1.143,-1730.0583,-4402.538,15.41736,26.7
652,1.40383,0,-1.127,-1801.513386,-4498.62,17.34966,26.7
653,1.4299,0,-1.109,-1839.028734,-4607.156,17.01735,26.7
654,-1.27269,0,0.236,1640.318118,-6361.979,-39.75656,26.7
655,-1.32483,0,0.286,1688.274672,-6369.364,-30.19654,26.7
656,-1.37697,0,0.334,1707.20622,-6481.592,-31.16398,26.7
657,-1.42042,0,0.386,1693.410606,-6603.474,-30.10113,26.7
658,-1.46229,0,0.432,1820.255964,-6636.613,-28.5973,26.7
659,1.30587,0,1.687,-1573.99236,-5518.508,42.9438,26.7
660,1.34221,0,1.681,-1561.679142,-5525.046,37.35644,26.7
661,1.3825,0,1.684,-1542.422394,-5515.616,36.77811,26.7
662,1.41094,0,1.679,-1642.113252,-5506.987,38.7807,26.7
663,1.43464,0,1.675,-1709.86788,-5474.648,38.25,26.7
664,-1.2798,0,0.337,1223.694324,-3230.52,-14.81494,26.7
665,-1.32246,0,0.293,1320.70536,-3193.6,-10.2006,26.7
666,-1.37223,0,0.248,1260.496746,-3222.158,-8.68623,26.7
667,-1.42279,0,0.197,1275.845952,-3183.636,-7.24246,26.7
668,-1.46308,0,0.148,1267.433874,-3094.361,-4.54404,26.7
669,1.29323,0,-1.442,-1645.310226,-4058.068,25.08562,26.7
670,1.32641,0,-1.442,-1622.198682,-4192.004,16.66908,26.7
671,1.3667,0,-1.443,-1680.920766,-4301.519,15.86538,26.7
672,1.39672,0,-1.443,-1734.394176,-4298.805,15.68013,26.7
673,1.42911,0,-1.446,-1873.60668,-4242.758,12.4866,26.7
674,-1.26716,0,-0.292,1525.67928,-6202.066,-45.7506,26.7
675,-1.30903,0,-0.245,1536.789228,-6229.2,-32.64994,26.7
676,-1.36433,0,-0.203,1640.48112,-6207.048,-31.1724,26.7
677,-1.41252,0,-0.159,1610.999184,-6225.686,-29.85028,26.7
678,-1.4536,0,-0.109,1729.16424,-6278.397,-30.2046,26.7
679,1.30192,0,1.128,-1671.147,-5656.358,47.955,26.7
680,1.33668,0,1.125,-1664.898816,-5647.017,40.53241,26.7
681,1.37223,0,1.125,-1626.991128,-5507.699,34.90794,26.7
682,1.40462,0,1.123,-1643.481684,-5357.882,31.92456,26.7
683,1.43227,0,1.123,-1763.04888,-5344.938,32.7348,26.7
684,-1.27269,0,-0.194,1205.08704,-3242.264,-19.2714,26.7
685,-1.32562,0,-0.244,1268.3088,-3087.332,-12.2184,26.7
686,-1.37539,0,-0.29,1225.89264,-3030.484,-10.875,26.7
687,-1.422,0,-0.338,1182.286818,-3053.125,-9.55947,26.7
688,-1.46545,0,-0.391,1235.376102,-3086.398,-6.74311,26.7
689,1.28691,0,-1.687,-1809.674196,-4521.216,31.14079,26.7
690,1.32088,0,-1.69,-1796.416368,-4471.13,20.2884,26.7
691,1.35643,0,-1.691,-1888.05096,-4465.525,15.5046,26.7
692,1.39435,0,-1.683,-1921.585986,-4516.546,15.4226,26.7
693,1.42437,0,-1.659,-1976.101278,-4605.332,14.94234,26.7
694,-1.27664,0,-0.32,1485.844812,-6403.215,-44.19368,26.7
695,-1.3193,0,-0.271,1546.560252,-6354.15,-33.55533,26.7
696,-1.36828,0,-0.22,1640.523084,-6411.222,-33.03705,26.7
697,-1.41331,0,-0.169,1648.45941,-6561.527,-33.15682,26.7
698,-1.45992,0,-0.122,1725.8652,-6664.637,-32.4744,26.7
699,1.29955,0,1.412,-1635.29244,-5730.288,49.1424,26.7
700,1.33589,0,1.409,-1612.619742,-5678.154,39.62853,26.7
701,1.3746,0,1.411,-1584.04482,-5688.208,35.65749,26.7
702,1.40699,0,1.415,-1673.401896,-5671.749,37.98066,26.7
703,1.43701,0,1.414,-1658.344662,-5683.759,35.61132,26.7
704,-1.27743,0,0.318,1266.635436,-3330.205,-15.1293,26.7
705,-1.32957,0,0.277,1320.644436,-3322.421,-10.91854,26.7
706,-1.37776,0,0.226,1341.47484,-3375.088,-11.0388,26.7
707,-1.42279,0,0.182,1346.35896,-3362.811,-8.9646,26.7
708,-1.46861,0,0.137,1369.41183,-3296.755,-5.21501,26.7
709,1.29955,0,-1.157,-1648.897596,-4250.32,25.44879,26.7
710,1.33984,0,-1.154,-1714.265052,-4398.802,18.33032,26.7
711,1.37697,0,-1.148,-1835.44632,-4538.075,19.1736,26.7
712,1.40936,0,-1.146,-1887.100722,-4609.647,19.34197,26.7
713,1.43227,0,-1.131,-1898.428392,-4529.535,18.06294,26.7
714,-1.27743,0,0.207,1647.04644,-6458.15,-41.577,26.7
715,-1.32483,0,0.254,1623.476736,-6471.139,-30.96639,26.7
716,-1.37776,0,0.302,1669.915584,-6520.47,-29.99992,26.7
717,-1.41805,0,0.35,1701.772896,-6550.54,-29.75632,26.7
718,-1.46229,0,0.399,1807.107342,-6538.885,-29.53304,26.7
719,1.31219,0,1.655,-1525.504284,-5663.03,43.02208,26.7
720,1.3509,0,1.647,-1552.021188,-5669.792,39.01196,26.7
721,1.38961,0,1.652,-1552.386906,-5567.706,36.95595,26.7
722,1.41252,0,1.646,-1605.178884,-5436.26,35.48092,26.7
723,1.44254,0,1.655,-1632.361512,-5364.644,32.22538,26.7
724,-1.2798,0,0.341,1251.217248,-3270.688,-14.87862,26.7
725,-1.33273,0,0.287,1255.87188,-3164.153,-9.00315,26.7
726,-1.38171,0,0.242,1287.62367,-3109.084,-10.38282,26.7
727,-1.42279,0,0.197,1218.311046,-3062.333,-7.42653,26.7
728,-1.47256,0,0.147,1268.446428,-3055.216,-6.3539,26.7
729,1.2956,0,-1.449,-1648.16028,-4136.668,27.24561,26.7
730,1.33352,0,-1.454,-1622.442186,-4126.882,19.25061,26.7
731,1.36986,0,-1.459,-1712.422608,-4080.976,15.68633,26.7
732,1.39909,0,-1.464,-1697.487588,-4095.611,13.80198,26.7
733,1.43148,0,-1.456,-1844.12556,-4179.638,13.146,26.7
734,-1.26953,0,-0.324,1453.724412,-6186.453,-42.52676,26.7
735,-1.31219,0,-0.274,1588.03632,-6114.881,-33.0846,26.7
736,-1.3667,0,-0.233,1575.22548,-6132.541,-29.97614,26.7
737,-1.41489,0,-0.19,1633.137936,-6280.31,-32.26887,26.7
738,-1.45834,0,-0.143,1634.034618,-6398.944,-29.62974,26.7
739,1.3035,0,1.118,-1611.215988,-5650.798,45.99458,26.7
740,1.33668,0,1.12,-1587.026718,-5541.238,35.38674,26.7
741,1.37855,0,1.12,-1698.33816,-5509.433,35.5086,26.7
742,1.4062,0,1.113,-1734.59268,-5527.449,35.7036,26.7
743,1.43622,0,1.113,-1681.088004,-5549.913,33.26178,26.7
744,-1.27664,0,-0.191,1144.893564,-3171.76,-17.04015,26.7
745,-1.3193,0,-0.236,1232.87226,-3109.262,-11.57462,26.7
746,-1.37302,0,-0.284,1255.40208,-3150.408,-11.901,26.7
747,-1.41252,0,-0.33,1230.478866,-3206.989,-9.04706,26.7
748,-1.45597,0,-0.381,1249.158876,-3171.626,-6.87242,26.7
749,1.28928,0,-1.699,-1737.39174,-4349.337,27.80578,26.7
750,1.3272,0,-1.702,-1722.543534,-4399.202,18.9183,26.7
751,1.36591,0,-1.7,-1836.648288,-4531.002,15.49458,26.7
752,1.39751,0,-1.699,-1883.815524,-4642.342,18.1888,26.7
753,1.42516,0,-1.686,-2027.49732,-4640.028,19.0356,26.7
754,-1.26953,0,-0.346,1465.705704,-6364.426,-45.68834,26.7
755,-1.31772,0,-0.302,1516.941,-6426.612,-34.08087,26.7
756,-1.36986,0,-0.254,1568.816712,-6469.449,-33.09016,26.7
757,-1.41489,0,-0.203,1547.579412,-6539.33,-32.97564,26.7
758,-1.45992,0,-0.155,1703.01384,-6542.043,-32.8158,26.7
759,1.30192,0,1.406,-1620.09576,-5853.548,48.996,26.7
760,1.33984,0,1.409,-1612.100424,-5897.452,41.19616,26.7
761,1.37855,0,1.412,-1589.217228,-5854.482,40.29444,26.7
762,1.41094,0,1.409,-1650.983688,-5730.599,38.78344,26.7
763,1.43938,0,1.411,-1682.763744,-5599.332,34.84408,26.7
764,-1.27901,0,0.322,1331.21016,-3490.297,-15.2772,26.7
765,-1.32404,0,0.289,1337.54844,-3433.937,-11.00898,26.7
766,-1.37539,0,0.239,1369.88316,-3388.343,-11.0472,26.7
767,-1.42042,0,0.195,1282.996584,-3314.192,-7.88994,26.7
768,-1.46545,0,0.148,1311.24681,-3258.277,-5.47884,26.7
769,1.29876,0,-1.16,-1649.977272,-4363.661,27.74314,26.7
770,1.33668,0,-1.16,-1721.177736,-4417.439,21.37393,26.7
771,1.3746,0,-1.162,-1744.203144,-4409.967,18.03104,26.7
772,1.40225,0,-1.157,-1767.39102,-4356.499,16.83951,26.7
773,1.43385,0,-1.141,-1885.06947,-4348.537,15.88634,26.7
774,-1.2719,0,0.191,1510.247034,-6406.417,-40.41015,26.7
775,-1.31772,0,0.236,1678.22496,-6335.468,-31.8642,26.7
776,-1.37223,0,0.278,1630.733292,-6313.271,-29.78421,26.7
777,-1.41805,0,0.334,1713.714,-6417.182,-30.76496,26.7
778,-1.46308,0,0.378,1746.602604,-6537.15,-29.79518,26.7
779,1.30903,0,1.65,-1539.303156,-5596.173,46.57165,26.7
780,1.3509,0,1.652,-1511.068518,-5487.281,37.4661,26.7
781,1.38487,0,1.65,-1535.1354,-5369.448,35.78118,26.7
782,1.4141,0,1.647,-1641.18564,-5368.603,36.4278,26.7
783,1.44491,0,1.649,-1597.173858,-5444.578,34.18917,26.7
784,-1.28296,0,0.353,1278.8136,-3199.338,-14.1462,26.7
785,-1.3272,0,0.315,1248.08283,-3089.067,-10.36317,26.7
786,-1.37539,0,0.262,1299.02292,-3107.794,-9.8592,26.7
787,-1.41963,0,0.216,1252.006908,-3158.993,-8.02082,26.7
788,-1.46782,0,0.164,1341.53892,-3180.256,-5.2062,26.7
789,1.30113,0,-1.458,-1607.113764,-4008.203,23.42562,26.7
790,1.33589,0,-1.452,-1588.776048,-4011.094,14.2272,26.7
791,1.37697,0,-1.456,-1630.61154,-4110.156,13.85613,26.7
792,1.40462,0,-1.458,-1757.709828,-4251.521,15.27864,26.7
793,1.43464,0,-1.458,-1829.294646,-4350.004,14.42255,26.7
794,-1.27506,0,-0.334,1484.520594,-6113.902,-42.14016,26.7
795,-1.32009,0,-0.298,1592.35992,-6148.776,-33.312,26.7
796,-1.37223,0,-0.248,1556.757816,-6237.519,-32.20972,26.7
797,-1.42042,0,-0.207,1571.123256,-6356.642,-31.6825,26.7
798,-1.46071,0,-0.16,1661.07243,-6388.936,-30.69298,26.7
799,1.3035,0,1.119,-1561.499496,-5626.644,43.45509,26.7
800,1.34221,0,1.119,-1631.216778,-5655.424,39.41259,26.7
801,1.37934,0,1.123,-1615.627152,-5680.423,36.19044,26.7
802,1.41173,0,1.119,-1740.66192,-5624.198,38.4126,26.7
803,1.43622,0,1.118,-1708.676868,-5512.636,35.3394,26.7
804,-1.27506,0,-0.178,1199.11392,-3270.554,-21.6876,26.7
